Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
485.0,490.0,481.0,484.75,487.86440677966,118.0,8.0,57568.0,0.0,0.0,9.0,-0.25
490.0,490.0,480.15,480.15,487.25806451613,155.0,5.0,75525.0,0.0,0.0,9.85,-9.85
480.0,485.0,471.15,485.0,475.0981595092,163.0,32.0,77441.0,0.0,0.0,13.85,5.0
490.0,490.0,466.0,468.4,471.66129032258,186.0,20.0,87729.0,0.0,0.0,24.0,-21.6
480.95,482.0,468.25,468.25,473.12,225.0,30.0,106452.0,0.0,0.0,13.75,-12.7
475.0,482.0,465.05,465.6,470.86315789474,190.0,52.0,89464.0,0.0,0.0,16.95,-9.4
465.0,480.0,465.0,480.0,472.44615384615,130.0,17.0,61418.0,0.0,0.0,15.0,15.0
483.0,483.0,460.0,463.95,468.31764705882,340.0,55.0,159228.0,0.0,0.0,23.0,-19.05
476.9,481.0,467.0,468.7,472.34627831715,309.0,80.0,145955.0,0.0,0.0,14.0,-8.2
474.0,484.95,460.1,478.0,478.0,296.0,100.0,141488.0,0.0,0.0,24.85,4.0
478.1,483.0,471.1,478.95,477.4250513347,487.0,60.0,232506.0,0.0,0.0,11.9,0.85
480.0,485.0,480.0,480.0,482.01492537313,67.0,8.0,32295.0,0.0,0.0,5.0,0.0
490.95,495.0,480.25,487.0,490.48648648649,74.0,12.0,36296.0,0.0,0.0,14.75,-3.95
485.0,489.0,482.5,486.3,485.08541666667,480.0,50.0,232841.0,0.0,0.0,6.5,1.3
484.0,486.0,483.5,484.0,484.54482758621,145.0,16.0,70259.0,0.0,0.0,2.5,0.0
480.0,491.0,480.0,487.0,486.44047619048,336.0,66.0,163444.0,0.0,0.0,11.0,7.0
495.0,495.0,485.6,486.0,490.75840336134,476.0,38.0,233601.0,0.0,0.0,9.4,-9.0
487.0,487.0,480.5,483.75,483.94868035191,682.0,31.0,330053.0,0.0,0.0,6.5,-3.25
478.05,494.8,478.05,484.95,483.92796610169,236.0,41.0,114207.0,0.0,0.0,16.75,6.9
481.1,488.0,481.05,486.9,485.77729257642,229.0,34.0,111243.0,0.0,0.0,6.95,5.8
493.95,493.95,480.15,484.95,483.80769230769,286.0,41.0,138369.0,0.0,0.0,13.8,-9.0
480.05,489.5,480.05,482.5,482.73821989529,191.0,16.0,92203.0,0.0,0.0,9.45,2.45
480.15,488.0,480.0,481.3,483.22800718133,557.0,62.0,269158.0,0.0,0.0,8.0,1.15
485.0,489.25,479.0,484.5,485.46284551873,8357.0,85.0,4057013.0,0.0,0.0,10.25,-0.5
491.0,569.95,488.0,507.65,490.87173981803,433143.0,1000.0,212617658.0,0.0,0.0,81.95,16.65
558.0,609.15,550.0,607.2,591.6908361204,14950.0,1019.0,8845778.0,0.0,0.0,59.15,49.2
625.0,639.9,592.0,620.3,617.23186006335,13892.0,1091.0,8574585.0,0.0,0.0,47.9,-4.7
675.0,680.0,606.1,611.05,631.88900203666,18658.0,1495.0,11789785.0,0.0,0.0,73.9,-63.95
624.0,631.0,617.0,618.8,624.11359159554,4569.0,571.0,2851575.0,0.0,0.0,14.0,-5.2
618.05,628.0,600.0,602.1,615.18578199052,2110.0,266.0,1298042.0,0.0,0.0,28.0,-15.95
610.0,617.95,580.5,586.3,598.93898052834,8063.0,256.0,4829245.0,0.0,0.0,37.45,-23.7
560.0,595.0,560.0,589.5,588.23326432022,1449.0,147.0,852350.0,0.0,0.0,35.0,29.5
602.0,609.0,600.0,601.6,601.83720930233,473.0,67.0,284669.0,0.0,0.0,9.0,-0.4
608.0,614.95,600.0,602.7,604.4505988024,1336.0,160.0,807546.0,0.0,0.0,14.95,-5.3
619.1,619.1,599.05,600.3,603.62538167939,5240.0,362.0,3162997.0,0.0,0.0,20.05,-18.8
624.4,646.5,600.0,626.85,627.31774631775,6993.0,693.0,4386833.0,0.0,0.0,46.5,2.45
610.0,648.8,610.0,638.55,634.36361836896,5052.0,671.0,3204805.0,0.0,0.0,38.8,28.55
620.0,648.9,620.0,628.15,635.79025764895,2484.0,330.0,1579303.0,0.0,0.0,28.9,8.15
637.95,640.0,620.0,622.5,629.08465011287,886.0,91.0,557369.0,0.0,0.0,20.0,-15.45
640.0,640.0,623.0,623.35,629.08841010401,1346.0,139.0,846753.0,0.0,0.0,17.0,-16.65
632.0,748.0,624.0,717.15,715.94161400369,17881.0,1277.0,12801752.0,0.0,0.0,124.0,85.15
718.0,804.0,710.0,734.95,746.72860665845,16220.0,1034.0,12111938.0,0.0,0.0,94.0,16.95
730.0,833.95,690.15,797.05,787.29182891402,32358.0,1557.0,25475189.0,0.0,0.0,143.8,67.05
814.0,836.0,801.05,805.0,816.92381613986,8637.0,489.0,7055771.0,0.0,0.0,34.95,-9.0
813.0,813.0,790.15,795.55,801.22143974961,3834.0,436.0,3071883.0,0.0,0.0,22.85,-17.45
799.7,819.0,786.0,804.45,800.39374124241,4282.0,529.0,3427286.0,0.0,0.0,33.0,4.75
792.0,815.0,785.05,791.85,797.22709163347,1757.0,278.0,1400728.0,0.0,0.0,29.95,-0.15
792.0,800.0,775.5,777.35,794.16716122651,2022.0,149.0,1605806.0,0.0,0.0,24.5,-14.65
781.0,807.9,781.0,797.0,797.30212234707,1602.0,143.0,1277278.0,0.0,0.0,26.9,16.0
800.0,800.0,756.0,759.65,778.51362559242,3376.0,300.0,2628262.0,0.0,0.0,44.0,-40.35
768.0,789.9,768.0,777.5,774.99347471452,613.0,105.0,475071.0,0.0,0.0,21.9,9.5
785.0,797.95,720.0,740.7,753.86628383921,3657.0,438.0,2756889.0,0.0,0.0,77.95,-44.3
725.0,757.95,725.0,741.05,742.66053841103,1523.0,183.0,1131072.0,0.0,0.0,32.95,16.05
726.15,735.0,709.0,713.95,714.2853745541,1682.0,130.0,1201428.0,0.0,0.0,26.0,-12.2
717.5,723.95,675.0,683.6,703.84704235212,2857.0,266.0,2010891.0,0.0,0.0,48.95,-33.9
670.0,685.0,660.0,678.2,674.64205816555,894.0,148.0,603130.0,0.0,0.0,25.0,8.2
751.9,751.9,650.0,657.95,670.9022589053,2302.0,313.0,1544417.0,0.0,0.0,101.9,-93.95
600.0,645.0,600.0,634.7,618.31483253589,1045.0,151.0,646139.0,0.0,0.0,45.0,34.7
631.0,659.0,631.0,643.45,643.77625,800.0,99.0,515021.0,0.0,0.0,28.0,12.45
636.05,655.0,636.05,649.15,648.91891891892,333.0,65.0,216090.0,0.0,0.0,18.95,13.1
632.15,677.95,632.15,671.0,663.1029500301,3322.0,140.0,2202828.0,0.0,0.0,45.8,38.85
678.0,717.95,678.0,710.35,707.15676359039,791.0,105.0,559361.0,0.0,0.0,39.95,32.35
709.0,727.95,709.0,719.5,721.12519685039,1270.0,177.0,915829.0,0.0,0.0,18.95,10.5
725.0,725.0,702.0,703.5,717.45098039216,255.0,46.0,182950.0,0.0,0.0,23.0,-21.5
705.05,714.95,705.05,707.65,709.63247863248,234.0,59.0,166054.0,0.0,0.0,9.9,2.6
709.1,754.0,709.1,734.0,736.54394299287,1684.0,171.0,1240340.0,0.0,0.0,44.9,24.9
734.0,740.0,718.25,724.85,727.08285917496,2812.0,114.0,2044557.0,0.0,0.0,21.75,-9.15
735.0,735.0,716.0,719.4,721.09433962264,53.0,12.0,38218.0,0.0,0.0,19.0,-15.6
676.0,715.0,676.0,704.8,706.02866972477,1744.0,114.0,1231314.0,0.0,0.0,39.0,28.8
710.0,710.0,702.05,709.85,709.6302919708,5480.0,50.0,3888774.0,0.0,0.0,7.95,-0.15
702.05,728.9,702.05,705.6,722.3112145486,9238.0,211.0,6672711.0,0.0,0.0,26.85,3.55
725.0,729.95,720.5,728.35,725.66666666667,864.0,72.0,626976.0,0.0,0.0,9.45,3.35
725.0,727.0,712.0,726.0,723.53151477578,4839.0,107.0,3501169.0,0.0,0.0,15.0,1.0
725.0,735.0,716.0,729.85,726.39173967459,799.0,116.0,580387.0,0.0,0.0,19.0,4.85
730.0,735.0,726.3,733.6,731.77053140097,414.0,38.0,302953.0,0.0,0.0,8.7,3.6
720.1,747.5,720.1,738.45,736.2419884963,2434.0,192.0,1792013.0,0.0,0.0,27.4,18.35
735.4,850.0,735.4,824.0,805.23158947018,6002.0,621.0,4833000.0,0.0,0.0,114.6,88.6
829.0,837.0,785.1,800.95,814.19278606965,1608.0,342.0,1309222.0,0.0,0.0,51.9,-28.05
824.9,824.9,775.5,780.55,797.83791208791,1092.0,196.0,871239.0,0.0,0.0,49.4,-44.35
820.0,825.0,781.0,783.7,802.4099378882,644.0,124.0,516752.0,0.0,0.0,44.0,-36.3
775.05,793.45,766.0,767.4,775.20422535211,284.0,62.0,220158.0,0.0,0.0,27.45,-7.65
784.95,791.0,779.1,786.9,785.26636225266,657.0,58.0,515920.0,0.0,0.0,11.9,1.95
792.0,800.0,781.5,792.85,791.2,260.0,57.0,205712.0,0.0,0.0,18.5,0.85
786.0,788.0,755.0,756.65,771.9125,560.0,117.0,432271.0,0.0,0.0,33.0,-29.35
746.0,761.05,746.0,760.65,759.65217391304,230.0,47.0,174720.0,0.0,0.0,15.05,14.65
770.0,773.1,760.0,762.45,765.17164179104,134.0,41.0,102533.0,0.0,0.0,13.1,-7.55
763.0,770.0,762.5,762.55,764.41935483871,62.0,7.0,47394.0,0.0,0.0,7.5,-0.45
761.0,795.0,761.0,771.5,775.33805031447,636.0,91.0,493115.0,0.0,0.0,34.0,10.5
788.95,789.0,779.1,781.45,785.18382352941,272.0,24.0,213570.0,0.0,0.0,9.9,-7.5
800.0,812.0,784.0,807.7,802.64487222038,3013.0,265.0,2418369.0,0.0,0.0,28.0,7.7
815.0,815.0,795.0,808.3,804.73886639676,494.0,67.0,397541.0,409.0,82.79,20.0,-6.7
824.0,825.0,800.0,808.85,809.83194675541,601.0,120.0,486709.0,0.0,0.0,25.0,-15.15
817.0,864.95,809.0,840.1,838.97253258845,4296.0,419.0,3604226.0,0.0,0.0,55.95,23.1
845.0,858.65,827.0,847.75,840.18494623656,1860.0,197.0,1562744.0,0.0,0.0,31.65,2.75
845.0,860.0,835.0,850.85,849.79079721776,1869.0,261.0,1588259.0,0.0,0.0,25.0,5.85
895.0,899.0,843.0,888.55,878.58370965044,5979.0,623.0,5253052.0,0.0,0.0,56.0,-6.45
900.0,902.0,880.0,894.1,892.11030478955,2756.0,355.0,2458656.0,0.0,0.0,22.0,-5.9
882.0,893.0,870.0,890.05,885.84708392603,1406.0,128.0,1245501.0,0.0,0.0,23.0,8.05
884.0,900.0,881.0,886.7,890.72929171669,1666.0,265.0,1483955.0,0.0,0.0,19.0,2.7
891.0,894.0,882.15,890.85,888.95687331536,1484.0,176.0,1319212.0,0.0,0.0,11.85,-0.15
885.0,898.0,884.0,893.35,890.0922677063,1539.0,235.0,1369852.0,0.0,0.0,14.0,8.35
889.0,907.0,880.0,892.65,897.88395780284,2749.0,260.0,2468283.0,8826.0,321.06,27.0,3.65
882.0,902.0,882.0,887.5,891.00842105263,950.0,111.0,846458.0,812.0,85.47,20.0,5.5
880.1,892.0,880.1,891.0,887.13276231263,467.0,60.0,414291.0,443.0,94.86,11.9,10.9
875.5,895.0,740.0,835.05,863.94174757282,2987.0,295.0,2580594.0,2488.0,83.29,155.0,-40.45
825.0,849.0,825.0,840.0,828.51394422311,502.0,56.0,415914.0,434.0,86.45,24.0,15.0
825.0,860.0,825.0,846.75,846.22082018927,634.0,47.0,536504.0,574.0,90.54,35.0,21.75
817.0,874.0,817.0,865.25,862.68844807468,857.0,107.0,739324.0,709.0,82.73,57.0,48.25
852.0,879.0,852.0,865.25,866.48484848485,165.0,40.0,142970.0,132.0,80.0,27.0,13.25
868.0,874.95,860.0,865.35,865.22155688623,501.0,61.0,433476.0,428.0,85.43,14.95,-2.65
869.0,870.0,854.25,863.0,863.03594138789,3617.0,38.0,3121601.0,417.0,11.53,15.75,-6.0
870.0,873.0,865.0,869.3,868.87763157895,760.0,79.0,660347.0,0.0,0.0,8.0,-0.7
874.0,878.0,865.5,874.7,872.36879432624,564.0,63.0,492016.0,1066.0,80.51,12.5,0.7
846.0,873.0,845.0,867.2,868.2786377709,323.0,33.0,280454.0,298.0,92.26,28.0,21.2
855.0,885.0,855.0,878.65,878.08333333333,876.0,102.0,769201.0,729.0,83.22,30.0,23.65
879.0,880.0,866.2,870.95,874.36962025316,395.0,30.0,345376.0,344.0,87.09,13.8,-8.05
879.0,882.0,865.0,873.1,874.10912052117,1228.0,61.0,1073406.0,865.0,70.44,17.0,-5.9
870.0,880.0,853.2,880.0,870.86848792884,1574.0,52.0,1370747.0,1115.0,70.84,26.8,10.0
875.0,885.0,870.05,884.7,874.93396226415,1484.0,100.0,1298402.0,1448.0,97.57,14.95,9.7
863.1,880.0,851.0,858.25,862.71631205674,141.0,24.0,121643.0,118.0,83.69,29.0,-4.85
851.05,851.05,850.25,850.85,850.9,10.0,3.0,8509.0,5.0,50.0,0.8,-0.2
840.0,840.0,826.05,826.1,833.77777777778,9.0,3.0,7504.0,7.0,77.78,13.95,-13.9
830.0,839.0,794.0,794.05,825.41293532338,201.0,18.0,165908.0,180.0,89.55,45.0,-35.95
820.0,820.0,810.0,815.0,814.4964028777,139.0,9.0,113215.0,139.0,100.0,10.0,-5.0
810.1,810.1,810.0,810.0,810.0,12.0,2.0,9720.0,12.0,100.0,0.1,-0.1
807.0,807.25,790.0,792.35,798.25503355705,447.0,28.0,356820.0,405.0,90.6,17.25,-14.65
787.0,799.8,785.0,787.6,787.25130890052,191.0,21.0,150365.0,150.0,78.53,14.8,0.6
716.7,807.0,716.7,795.0,773.75,4.0,4.0,3095.0,2.0,50.0,90.3,78.3
780.0,826.0,741.0,814.35,745.28983407954,7594.0,62.0,5659731.0,7434.0,97.89,85.0,34.35
805.1,830.0,805.1,830.0,822.06097560976,82.0,8.0,67409.0,62.0,75.61,24.9,24.9
824.0,835.0,816.7,835.0,825.99367088608,158.0,20.0,130507.0,142.0,89.87,18.3,11.0
845.0,851.0,815.0,843.1,848.17397939718,2621.0,80.0,2223064.0,2532.0,96.6,36.0,-1.9
848.0,848.0,812.1,813.9,823.71247892074,1186.0,48.0,976923.0,1121.0,94.52,35.9,-34.1
815.2,845.0,815.1,829.95,836.5072,3125.0,114.0,2614085.0,2983.0,95.46,29.9,14.75
813.0,840.0,810.0,822.9,829.13567839196,199.0,25.0,164998.0,145.0,72.86,30.0,9.9
820.0,820.0,795.05,804.8,808.30695443645,417.0,28.0,337064.0,165.0,39.57,24.95,-15.2
790.0,820.0,790.0,794.35,800.14644351464,239.0,25.0,191235.0,114.0,47.7,30.0,4.35
796.25,804.0,782.05,794.35,794.38917525773,388.0,44.0,308223.0,253.0,65.21,21.95,-1.9
785.0,794.0,751.05,757.25,771.46169354839,496.0,58.0,382645.0,434.0,87.5,42.95,-27.75
751.0,772.0,750.0,750.0,755.78761061947,565.0,41.0,427020.0,435.0,76.99,22.0,-1.0
751.0,800.0,751.0,791.1,789.455,400.0,30.0,315782.0,268.0,67.0,49.0,40.1
795.0,799.0,780.0,780.0,782.04676258993,556.0,41.0,434818.0,0.0,0.0,19.0,-15.0
775.0,785.0,775.0,785.0,782.08527131783,129.0,19.0,100889.0,646.0,94.31,10.0,10.0
790.0,825.0,767.0,785.95,791.48771266541,2116.0,85.0,1674788.0,1793.0,84.74,58.0,-4.05
800.0,800.0,785.05,790.0,790.08791208791,91.0,10.0,71898.0,86.0,94.51,14.95,-10.0
785.0,885.0,785.0,857.5,856.03424657534,2190.0,372.0,1874715.0,903.0,41.23,100.0,72.5
865.0,915.0,850.0,851.6,876.29723046489,2022.0,273.0,1771873.0,1013.0,50.1,65.0,-13.4
872.5,889.95,865.0,870.95,874.10963114754,976.0,118.0,853131.0,556.0,56.97,24.95,-1.55
867.0,878.0,866.0,870.05,869.0,122.0,21.0,106018.0,121.0,99.18,12.0,3.05
867.0,887.0,867.0,876.95,880.78274268105,649.0,83.0,571628.0,335.0,51.62,20.0,9.95
875.0,885.0,870.0,875.4,879.21292775665,263.0,49.0,231233.0,184.0,69.96,15.0,0.4
884.0,884.0,861.0,861.6,870.04,250.0,49.0,217510.0,197.0,78.8,23.0,-22.4
860.0,865.0,855.6,861.0,859.7875,240.0,38.0,206349.0,240.0,100.0,9.4,1.0
870.0,870.0,853.0,853.5,859.17692307692,130.0,17.0,111693.0,120.0,92.31,17.0,-16.5
836.0,874.95,836.0,860.0,862.91312997347,1508.0,57.0,1301273.0,455.0,30.17,38.95,24.0
841.0,848.0,830.15,830.15,841.32352941176,102.0,21.0,85815.0,99.0,97.06,17.85,-10.85
830.0,836.0,826.0,826.0,829.37777777778,45.0,13.0,37322.0,40.0,88.89,10.0,-4.0
807.0,835.0,801.0,801.0,811.6935483871,62.0,12.0,50325.0,52.0,83.87,34.0,-6.0
820.0,820.0,795.1,802.2,802.3001310616,763.0,83.0,612155.0,654.0,85.71,24.9,-17.8
791.0,806.0,780.05,780.05,794.2270531401,1035.0,156.0,822025.0,897.0,86.67,25.95,-10.95
800.0,802.0,785.1,800.6,798.27545787546,1365.0,95.0,1089646.0,1230.0,90.11,16.9,0.6
781.0,810.0,781.0,810.0,800.23728813559,885.0,87.0,708210.0,870.0,98.31,29.0,29.0
820.0,840.0,800.0,812.15,809.64069952305,629.0,56.0,509264.0,397.0,63.12,40.0,-7.85
840.0,868.25,810.0,816.8,842.19417475728,103.0,19.0,86746.0,70.0,67.96,58.25,-23.2
835.0,840.0,802.0,807.9,815.71621621622,222.0,41.0,181089.0,163.0,73.42,38.0,-27.1
831.0,840.0,820.0,840.0,832.03012048193,166.0,25.0,138117.0,166.0,100.0,20.0,9.0
840.0,853.0,800.0,807.1,815.4869739479,499.0,67.0,406928.0,336.0,67.33,53.0,-32.9
799.0,804.0,799.0,804.0,799.06578947368,76.0,14.0,60729.0,76.0,100.0,5.0,5.0
810.0,817.9,805.0,813.0,812.08045977011,87.0,25.0,70651.0,57.0,65.52,12.9,3.0
810.0,824.0,810.0,820.0,817.61538461538,104.0,14.0,85032.0,99.0,95.19,14.0,10.0
835.0,853.0,820.0,832.3,836.03314917127,543.0,115.0,453966.0,266.0,48.99,33.0,-2.7
830.0,898.8,820.0,867.8,875.21290117572,3147.0,405.0,2754295.0,1554.0,49.38,78.8,37.8
869.0,869.0,815.0,819.35,838.09954751131,1105.0,174.0,926100.0,849.0,76.83,54.0,-49.65
830.0,852.0,830.0,839.9,842.75266903915,562.0,97.0,473627.0,387.0,68.86,22.0,9.9
850.0,880.0,850.0,864.0,858.50765942287,2807.0,156.0,2409831.0,2431.0,86.6,30.0,14.0
864.5,864.5,850.0,850.0,851.20346320346,462.0,42.0,393256.0,408.0,88.31,14.5,-14.5
850.0,850.0,846.0,846.85,848.63035019455,257.0,27.0,218098.0,247.0,96.11,4.0,-3.15
860.0,866.0,850.0,852.1,859.93277310924,476.0,48.0,409328.0,344.0,72.27,16.0,-7.9
860.0,875.0,860.0,866.25,870.74528301887,424.0,66.0,369196.0,399.0,94.1,15.0,6.25
889.0,889.9,865.05,870.2,876.34716017869,3134.0,98.0,2746472.0,2915.0,93.01,24.85,-18.8
886.0,886.0,855.5,861.0,867.0867768595,484.0,64.0,419670.0,440.0,90.91,30.5,-25.0
875.0,884.0,860.0,865.4,869.50928217822,1616.0,154.0,1405127.0,951.0,58.85,24.0,-9.6
870.0,920.0,870.0,880.15,895.46655157531,2317.0,326.0,2074796.0,1388.0,59.91,50.0,10.15
889.1,898.95,870.0,878.75,886.39407244786,911.0,119.0,807505.0,706.0,77.5,28.95,-10.35
885.0,895.0,880.0,880.0,883.37748344371,755.0,77.0,666950.0,521.0,69.01,15.0,-5.0
900.0,958.9,890.0,914.65,924.12555187638,3624.0,405.0,3349031.0,2101.0,57.97,68.9,14.65
928.0,938.0,892.1,894.85,905.95494770716,1243.0,127.0,1126102.0,953.0,76.67,45.9,-33.15
900.0,920.0,881.0,886.35,901.84933035714,896.0,112.0,808057.0,590.0,65.85,39.0,-13.65
900.0,910.0,900.0,900.0,906.19808306709,313.0,54.0,283640.0,245.0,78.27,10.0,0.0
881.0,901.0,881.0,900.0,899.99401197605,334.0,34.0,300598.0,289.0,86.53,20.0,19.0
900.05,929.0,900.0,912.7,910.8048048048,666.0,63.0,606596.0,519.0,77.93,29.0,12.65
928.9,928.9,910.0,912.8,916.79401993355,301.0,47.0,275955.0,162.0,53.82,18.9,-16.1
924.9,935.0,910.0,926.0,926.25247524752,808.0,111.0,748412.0,570.0,70.54,25.0,1.1
925.0,939.95,920.0,927.35,927.38095238095,798.0,100.0,740050.0,594.0,74.44,19.95,2.35
932.0,932.8,899.0,899.85,908.69141531322,2155.0,125.0,1958230.0,1735.0,80.51,33.8,-32.15
912.0,912.0,900.75,905.9,906.15254237288,354.0,72.0,320778.0,280.0,79.1,11.25,-6.1
920.0,920.0,891.0,891.5,899.01648351648,546.0,52.0,490863.0,475.0,87.0,29.0,-28.5
900.0,900.0,890.2,893.3,896.16578947368,380.0,54.0,340543.0,244.0,64.21,9.8,-6.7
915.0,915.0,870.0,871.3,879.62401574803,508.0,70.0,446849.0,367.0,72.24,45.0,-43.7
890.0,897.0,878.0,883.85,884.40830449827,289.0,57.0,255594.0,230.0,79.58,19.0,-6.15
890.0,890.0,875.1,879.1,881.15137614679,436.0,72.0,384182.0,328.0,75.23,14.9,-10.9
890.0,923.8,877.5,914.6,893.22847682119,302.0,47.0,269755.0,274.0,90.73,46.3,24.6
898.0,910.0,895.0,904.55,905.22977346278,309.0,83.0,279716.0,244.0,78.96,15.0,6.55
900.0,903.5,880.05,882.5,894.23717948718,312.0,42.0,279002.0,276.0,88.46,23.45,-17.5
890.0,892.5,880.0,891.25,889.52229299363,157.0,10.0,139655.0,154.0,98.09,12.5,1.25
871.0,892.0,871.0,885.1,884.37037037037,297.0,62.0,262658.0,293.0,98.65,21.0,14.1
899.0,910.0,885.0,889.35,897.68169014085,355.0,67.0,318677.0,301.0,84.79,25.0,-9.65
880.0,890.0,863.0,880.0,875.85483870968,682.0,84.0,597333.0,571.0,83.72,27.0,0.0
866.0,900.0,865.0,895.35,879.40465116279,1935.0,241.0,1701648.0,1334.0,68.94,35.0,29.35
920.0,922.8,886.1,892.0,913.24294268606,1169.0,108.0,1067581.0,846.0,72.37,36.7,-28.0
895.0,895.0,867.7,879.7,880.5855513308,263.0,43.0,231594.0,213.0,80.99,27.3,-15.3
880.0,895.0,880.0,885.0,885.78620689655,290.0,34.0,256878.0,241.0,83.1,15.0,5.0
880.0,890.0,874.0,886.65,885.07072691552,509.0,41.0,450501.0,504.0,99.02,16.0,6.65
890.0,925.0,889.55,913.85,900.85353535354,396.0,34.0,356738.0,311.0,78.54,35.45,23.85
924.0,929.0,900.0,905.45,910.28888888889,270.0,36.0,245778.0,210.0,77.78,29.0,-18.55
920.95,961.0,920.95,946.75,945.73324306026,1477.0,196.0,1396848.0,834.0,56.47,40.05,25.8
941.0,947.9,891.0,896.75,919.6496,625.0,112.0,574781.0,433.0,69.28,56.9,-44.25
880.0,915.0,880.0,915.0,906.62433862434,378.0,36.0,342704.0,303.0,80.16,35.0,35.0
902.0,930.0,902.0,924.0,917.93338058115,1411.0,67.0,1295204.0,256.0,18.14,28.0,22.0
924.0,924.0,908.05,912.0,916.76829268293,164.0,40.0,150350.0,82.0,50.0,15.95,-12.0
900.0,908.9,893.05,901.1,899.65566037736,212.0,53.0,190727.0,107.0,50.47,15.85,1.1
915.0,926.0,901.25,902.35,910.5685840708,452.0,53.0,411577.0,216.0,47.79,24.75,-12.65
900.0,900.0,895.0,895.0,898.66153846154,195.0,45.0,175239.0,137.0,70.26,5.0,-5.0
900.0,900.0,900.0,900.0,900.0,10.0,1.0,9000.0,10.0,100.0,0.0,0.0
900.0,909.0,900.0,900.0,902.79487179487,195.0,17.0,176045.0,195.0,100.0,9.0,0.0
880.0,925.0,880.0,908.0,917.05925925926,405.0,52.0,371409.0,391.0,96.54,45.0,28.0
905.05,915.0,901.05,902.1,910.2754491018,167.0,28.0,152016.0,94.0,56.29,13.95,-2.95
906.0,922.0,906.0,909.95,914.5736196319,326.0,41.0,298151.0,214.0,65.64,16.0,3.95
901.0,902.5,899.0,902.5,900.75912408759,137.0,18.0,123404.0,76.0,55.47,3.5,1.5
897.0,897.0,891.0,891.0,881.37142857143,35.0,7.0,30848.0,35.0,100.0,6.0,-6.0
900.0,900.0,886.0,886.25,887.75961538462,104.0,19.0,92327.0,104.0,100.0,14.0,-13.75
890.05,902.0,890.05,900.95,899.5523255814,172.0,32.0,154723.0,149.0,86.63,11.95,10.9
900.0,900.0,895.0,898.2,898.97769516729,269.0,31.0,241825.0,201.0,74.72,5.0,-1.8
896.0,900.0,896.0,900.0,898.4,50.0,5.0,44920.0,50.0,100.0,4.0,4.0
890.05,904.0,890.05,898.45,898.94267515924,157.0,8.0,141134.0,151.0,96.18,13.95,8.4
900.0,905.0,895.0,897.6,898.67741935484,279.0,51.0,250731.0,241.0,86.38,10.0,-2.4
889.5,905.0,889.5,904.3,899.04301075269,93.0,14.0,83611.0,78.0,83.87,15.5,14.8
900.0,900.0,895.1,900.0,899.62307692308,130.0,18.0,116951.0,130.0,100.0,4.9,0.0
890.0,901.0,890.0,894.0,899.18085106383,94.0,17.0,84523.0,87.0,92.55,11.0,4.0
900.0,917.0,900.0,917.0,908.91242937853,354.0,77.0,321755.0,316.0,89.27,17.0,17.0
903.5,916.0,903.0,910.1,908.02049180328,244.0,42.0,221557.0,195.0,79.92,13.0,6.6
910.0,910.0,901.0,910.0,909.45454545455,165.0,10.0,150060.0,165.0,100.0,9.0,0.0
910.0,914.95,902.5,910.0,911.64248704663,193.0,33.0,175947.0,176.0,91.19,12.45,0.0
910.0,911.0,906.0,910.0,909.76950998185,551.0,56.0,501283.0,533.0,96.73,5.0,0.0
909.0,914.0,904.1,910.0,908.99681528662,628.0,45.0,570850.0,550.0,87.58,9.9,1.0
905.0,920.0,905.0,912.7,914.11457036115,803.0,56.0,734034.0,643.0,80.07,15.0,7.7
905.05,915.0,905.0,910.0,907.57246376812,690.0,64.0,626225.0,550.0,79.71,10.0,4.95
910.0,910.0,905.0,910.0,909.43125,480.0,54.0,436527.0,475.0,98.96,5.0,0.0
906.0,917.0,905.05,910.15,911.72903225806,465.0,50.0,423954.0,325.0,69.89,11.95,4.15
906.5,915.0,905.0,909.05,911.0,252.0,31.0,229572.0,202.0,80.16,10.0,2.55
911.05,927.0,911.0,925.0,917.24225352113,355.0,47.0,325621.0,0.0,0.0,16.0,13.95
913.0,913.0,882.0,889.0,893.67857142857,112.0,11.0,100092.0,401.0,85.87,31.0,-24.0
881.05,881.05,876.0,876.25,878.78571428571,154.0,23.0,135333.0,154.0,100.0,5.05,-4.8
878.0,878.0,865.0,875.0,869.6656626506,332.0,40.0,288729.0,301.0,90.66,13.0,-3.0
885.0,885.0,869.0,869.0,875.33571428571,140.0,15.0,122547.0,135.0,96.43,16.0,-16.0
869.0,885.0,852.75,875.0,858.98601398601,143.0,28.0,122835.0,135.0,94.41,32.25,6.0
875.0,880.0,874.0,880.0,875.67375886525,141.0,12.0,123470.0,136.0,96.45,6.0,5.0
879.0,880.0,866.0,870.75,872.16279069767,86.0,21.0,75006.0,73.0,84.88,14.0,-8.25
879.0,879.0,834.0,838.0,847.00819672131,244.0,38.0,206670.0,188.0,77.05,45.0,-41.0
855.0,855.0,835.0,845.0,840.15048543689,206.0,35.0,173071.0,190.0,92.23,20.0,-10.0
850.0,850.0,830.0,830.15,840.08,100.0,23.0,84008.0,100.0,100.0,20.0,-19.85
832.5,853.95,832.5,845.05,846.41176470588,17.0,7.0,14389.0,11.0,64.71,21.45,12.55
